,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,problem_of_product
39771,3.0,These are TINY,"This would be a full time job to keep up with these ice cubes. While easy to set up, the ice cubes are TINY !!!! See pics attached, the size of a penny !!! Ended up returning.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61Fr3emUO-L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61Fr3emUO-L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61Fr3emUO-L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71SDBtz5liL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71SDBtz5liL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71SDBtz5liL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08BF6YWKY,B0C6QDS1HT,AGCK4Q42L6FJKMR4MD35NQRALXPQ,1641994846207,0,True,Poor performance
3343,3.0,Arrived Damaged,"I'm glad Amazon offers shelf bins that fit my refrigerator door. However, upon opening the box, my bin was already damaged. The center round part on the bottom looks like it is starting to shatter and split. I am returning it and bought another one. Hopefully it won't have any defects.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/717TsGQus2L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/717TsGQus2L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/717TsGQus2L.jpg', 'attachment_type': 'IMAGE'}]",B004XLEK3U,B004XLEK3U,AH3HUAXYBX3HAZQL65K42ISKK4WA,1532367730108,0,True,Broken/Defective
46134,2.0,Not tall enough,"The quality of this filter is spot on. It is easy to use, cleans well and has a convenient handle to fish it out of your machine with. However, if you are making more than 8 cups of coffee, it is not tall enough to contain the grounds as it perks. Initially I thought I had purchased the wrong size for my 12 cup machine, but #4 is the type of cone filter my machine uses. When making 10 cups of coffee, the grounds spill over the top and into the carafe  below. Perhaps they need a secondary category, tall or short?","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61wHP1pNkQL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61wHP1pNkQL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61wHP1pNkQL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00GPXASXK,B00GPXASXK,AHRB5L2AYVQIQY6SRLZ7SFKNK7KA,1427287785000,3,True,Quality issues
82099,3.0,Fits DV48H7400GW dryer,I accidentally broke the original one and this one I received fits well for model DV48H7400GW dryer but if I end up having complications I'll come back to update the review.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/51P8Xbe-IpL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51P8Xbe-IpL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51P8Xbe-IpL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61P+ULolY6L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61P+ULolY6L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61P+ULolY6L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07J3Q6HPZ,B07J3Q6HPZ,AHD4AZHQMNAIM7NZB63LFYQOJWFA,1633758450759,0,True,Quality issues
66657,1.0,I would like my money back.,It broke with 4 months.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A10PJmift+L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A10PJmift+L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A10PJmift+L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07YHLB84H,B07YHLB84H,AH2KA5HKQHD73J42TF7NDVT4JWPA,1611513872807,2,True,Broken/Defective
26953,1.0,Quit working didnt last a month,Well i haven't had it for a month and it crapped out. Need a new one again.  Do not buy from them they will not reply to you. Don't believe me look at everyone's questions and concerns. They will not reply back. Worst service ever,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81wWtq5MVgL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81wWtq5MVgL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81wWtq5MVgL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91AEY-v9c+L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91AEY-v9c+L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91AEY-v9c+L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91YVQQJmAyL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91YVQQJmAyL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91YVQQJmAyL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B083QBQV5K,B083QBQV5K,AE5WSHAA7FYR6EIAHDJHHBR5SXQQ,1618328704446,0,True,Poor performance
73335,1.0,Showed up with a dent from shipping!!! It is loud but seems to pull a lot of air… easy install,Showed up damaged,"[{'small_image_url': 'https://m.media-amazon.com/images/I/81fBEKlB2gL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81fBEKlB2gL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81fBEKlB2gL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B008N0NBGE,B008N0NBGE,AEM35ITX6LEVKFNKV6ZBP2CC6XWA,1630005006776,0,True,Broken/Defective
68731,3.0,Uses 23 Cups of water - Not 3 Cups as described,"The concept of this unit is fantastic. The description and directions are misleading. They both state the unit uses 3 cups of water, or .7L. This is why we purchased this unit. We wanted it for our camper when we have limited access to water. Each load actually uses almost 23 cups of water, 1.4 gallons or 5.4L. The diagram shows a pitcher, that is described in the Parts List on pg 3 as 'Cup x 1'.<br /><br />US buyers beware. A cup is this instance in not a cup (aka 8oz).<br /><br />If this was previously posted in the reviews we missed it when shopping, and apologies for the duplication.","[{'small_image_url': 'https://m.media-amazon.com/images/I/71Qqc91a7NL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71Qqc91a7NL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71Qqc91a7NL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09ZDW8VRC,B09ZDW8VRC,AGE5OST4VKCRPQ2TQG6B6NYMRFZA,1663698104309,4,True,Not as described
65694,1.0,Piece of Junk,Product wheel bent easily and metal arms become dislodged from the plastic corners attaching the wheels when you try to run your washing machine on this cheap platform. Very disappointed.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61w76HMmOwL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61w76HMmOwL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61w76HMmOwL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0B9Y16RHP,B0BGLGNM67,AGNNWQMTOMLOVARVPNO7XFD4FNVA,1678819876812,0,True,Poor performance
62831,1.0,Not a WP902894 gasket!,Do not buy as a replacement for WP902894 gasket on a MDB7130AWQ dishwasher. It’s not even close to the right part. There is an obvious size difference. You can shove it in the gasket seam but it’s too large and the door will not even come close to closing.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61fW86SELhL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61fW86SELhL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61fW86SELhL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08JZLQ4Y9,B08JZLQ4Y9,AG6TPO4ZVE7MMJ2RMQGP3TU5UYMA,1644188875206,1,True,Not as described
41331,1.0,Waste of time,"Poorly constructed, poorly packaged. Arrived completely smashed and unusable. After inspecting its construction I would not want it anyway, it would leak too much.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71c2jFY6jDL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71c2jFY6jDL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71c2jFY6jDL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71hOORx-zIL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71hOORx-zIL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71hOORx-zIL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00009W3GR,B00009W3GR,AGQM5IYBOQRESFKA2FDYQWZNEZJA,1503856602365,3,True,Broken/Defective
84135,1.0,Product was worn out and does not fit the GE dishwasher,Got it got my GE dishwasher tub. Product is worn out and very bad quality.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/81rjKQSqUiL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81rjKQSqUiL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81rjKQSqUiL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00MOCD37O,B00MOCD37O,AHCRNCMDKM5LLA3MAT3UVH2KPFLQ,1667159571824,1,True,Broken/Defective
15822,1.0,Don't Fit,"My own fault, I didn't open these until almost a year after ordering, assuming they'd work. Well, I finally went to replace my old knobs which have loosened over time, and these new knobs are too small (they look like they'd fit but they don't), and the internal piece which dictates which direction they would go on is different than the original knobs. The original knobs point down when they are turned to off. These knobs would look like they're on low (turned a quarter turn to the left). So, not only do they not fit, but the internal piece is facing the wrong way. Overall, a waste of $25 and now back to the frustrating task of trying to find these knobs again.<br /><br />You can see in the photos the labeling and the way the internal piece inside the stovetop faces. The flat part of the knob needs to be at the top.<br /><br />Second photo is the current/original knob, and the third photo is the bottom of that knob. You'll notice there are two black dots at the top - this indicates the top of the knob.<br /><br />The fourth and fifth photos is a new knob - you'll see the black dots are on the left, showing that when the knob is placed correctly, the top of the knob will be pointing left to right instead of up and down.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81FjgCpNL1L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81FjgCpNL1L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81FjgCpNL1L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81GC9k+47JL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81GC9k+47JL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81GC9k+47JL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81U8YnBGe3L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81U8YnBGe3L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81U8YnBGe3L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81okdFjTJ3L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81okdFjTJ3L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81okdFjTJ3L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81vBW7SAmOL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81vBW7SAmOL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81vBW7SAmOL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07M9S9K1V,B07S8DQGY2,AFAPMXFQXQRW543FOZXF5MT7Z6VQ,1611363566896,0,True,Poor performance
62161,1.0,Part lasted 10 months,Part failed after 10 months. Very disappointed.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61E8eqHFCfL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61E8eqHFCfL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61E8eqHFCfL.jpg', 'attachment_type': 'IMAGE'}]",B073LYD17G,B073LYD17G,AEGYYBC4QKR2RWTPOTL3WNMF4PWA,1589115530512,1,True,Broken/Defective
42480,1.0,buyers BEWARE: Poor parts and worse customer service.,Bought this stove as a cheaper alternative to a Viking or Wolf unit. Got what I paid for.<br />The double burner stopped working two years after purchase.<br />Called customer service - was informed that no support was available in my area. No one will service the unit  (unless you live in urban areas). Beware before purchase -- Thor Kitchen support model - Pay and Forget - those of us in small-town mid-America!<br />Update: 02/12/23 Oven ignition failure. Corroded burner and failed igniter. Getting ready of this junk tomorrow.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61uVFslum-L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61uVFslum-L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61uVFslum-L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0100A3H54,B0100A3H54,AEE2H3WWGMJ5273JZDC6I5NT4XRA,1636745030094,0,True,Broken/Defective
51318,3.0,Trim and Finish Look Great.,Only thing I disliked was the Filter Grill came in bent/damaged. Not manufacture's fault but replacement is very hard to get.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81BUMFe3qcL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81BUMFe3qcL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81BUMFe3qcL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07SDCL32X,B07SDCL32X,AG6YK7YMB7654CZYZZ5HK4TEJHBA,1621460987739,1,True,Broken/Defective
57638,1.0,Disappointing dings,"The freezer works overall, but the dings are a bit more harsh than one would expect from an item like this.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/813kaIlKyUL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/813kaIlKyUL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/813kaIlKyUL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/8153Y-dSJFL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/8153Y-dSJFL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/8153Y-dSJFL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08C5NFR4M,B08VTW9DY7,AF3L5HQV65U224OO3KUT6XOQJKJA,1618691251877,16,True,Quality issues
31022,2.0,Only half freezes,This ice maker only half freezes the ice. The ice it makes stays wet and never hard freezes. The machine doesn't get cold enough for the ice to accumulate. It must be emptied after each round or it will melt.<br />Would not recommend,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61s1hu15ZuL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61s1hu15ZuL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61s1hu15ZuL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B093PX2FXB,B0C58TH22G,AERWEDCC7SOZ3M6H67D7C3KU7KGQ,1654775177974,0,True,Poor performance
77398,2.0,"I was sent a used , broken machine. It’s obvious this was another customers return.",Not heavy to move. Just unboxed product. Haven’t tested water features.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1BaNs3v7oS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1BaNs3v7oS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1BaNs3v7oS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1rvTvR+3oS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1rvTvR+3oS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1rvTvR+3oS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1ufEqtJQVS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1ufEqtJQVS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1ufEqtJQVS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07BY7N4XL,B07BY7N4XL,AG7R2D3LHCAPE433LUKSKM42FIJA,1623343749411,0,True,Not as described
1684,2.0,Works 100% of the Time when it Doesn't Fall,The other reviewers comments hold true for me as well. The magnet on this prop can't be any weaker. I had to cut mine so the dimensions fit my washer. The suction cup is poorly designed as well and comes unstuck enough to be annoying. For the times it does hold the door the gap clearance it creates is perfect.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1c64JRGGhL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1c64JRGGhL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1c64JRGGhL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1fPfIX8brL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1fPfIX8brL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1fPfIX8brL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08R9W68NG,B08R9W68NG,AGNOYJLXRNW5NWGVOEOESYMGYA2A,1612714890620,0,True,Poor performance
24265,3.0,Buyer beware!,"I wanted to like these because you get double the quantity of filters for the same price as the Perfect Pod k-cup filters and they are un-bleached, but soon found that you get what you pay for!<br />I have a single cup Keurig coffee machine and I save lots of money by using disposable filters in my re-useable pods instead of purchasing expensive, disposable, plastic pods.<br />Unfortunately, these are so thin that the bottom would 'blow out' and leave coffee grounds in my coffee. So, to keep from this happening, and having to throw them all out, I had to start doubling them up by putting two filters inside one another. And this really defeated the purpose of my saving money by buying these!","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/716cEmepdCL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/716cEmepdCL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/716cEmepdCL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71oS+KuAm7L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71oS+KuAm7L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71oS+KuAm7L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/810NygxemKL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/810NygxemKL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/810NygxemKL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07SKRJY5Q,B07SHPNR3V,AH3KE5MNN7QG76P5PSQHF3YVCGWQ,1614953893287,1,True,Quality issues
82182,1.0,This product did not function properly,"This fuse could not possibly meet the over current electrical characteristics of the OEM part. This fuse is intended to protect the wiring and circuit board in the dishwasher from shorts in the heating element. My problem occurred during the first washing of a load of dishes. Apparently, my heating element was beginning to fail which is why the original fuse failed. This fuse however, did not trip when the heating element actually failed causing an over current condition. This failure to trip caused overheating in the heating element circuit, specifically, where the wiring connects to the circuit board. This failure rendered the circuit board inoperable (see pics). Now I am faced with having to purchase a $400 circuit board!!!","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/716WlbgyxXL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/716WlbgyxXL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/716WlbgyxXL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71gIRAWaxaL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71gIRAWaxaL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71gIRAWaxaL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B075M4M3Z2,B075M4M3Z2,AH63X4EYVI6YYX7EGOREFHQBWU6A,1601092412147,0,True,Not as described
30580,1.0,Get What You Pay For!,"Purchased the parts om June 5, 2018, and parts are very poor quality. Had to replace the motor coupling within a week of installation because it literally came apart. Cannibalized some of the old parts to fix. Just today I have to replace the clutch already as they are completely worn out. Found plastic shavings all over the bottom of the motor of the soft plastic that is used for the plastic clutch pads. I am a plastics material engineer by profession and can state that the materials ARE NOT OEM quality. Sorry that I am forced to give this a one star rating.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71LGVU5wmvL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71LGVU5wmvL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71LGVU5wmvL.jpg', 'attachment_type': 'IMAGE'}]",B07C3QPP1R,B07C3QPP1R,AEYXHHX4XVQWZU6KXPGKWBXFMJHA,1540242922204,5,True,Poor performance
57628,1.0,Not as advertised,"Product is advertised as a kenmore air filter, but every time I have purchased this air filter in the past it was in a box and vacuum sealed in plastic. This filter is simply placed in a plastic bag without a vacuum seal. Unsure whether this is a genuine Kenmore product and will be returning it.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71NwjM9hv+L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71NwjM9hv+L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71NwjM9hv+L.jpg', 'attachment_type': 'IMAGE'}]",B013P47758,B013P47758,AH2YCNWKV4HA2H6TPXEKIXQ7I67Q,1574371701880,1,True,Not as described
66896,1.0,Lasted 3 months junk.,Lasted 3 months and burned up.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71aO6h10cKL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71aO6h10cKL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71aO6h10cKL.jpg', 'attachment_type': 'IMAGE'}]",B07RV9PJNZ,B07RV9PJNZ,AGVOSMXBBHFPYJCCCMEXBUANMUFQ,1578274364775,0,True,Poor performance
40654,1.0,Do not buy these,"We purchased these pan and had to send the first set back due to the paint chipping off the pan even before we received them.  Returned the first set for a replacement and the new ones were just as bad. This is supposed to have a porcelain finish, but seems to be a cheaper paint.  I would not purchase from this vendor again.","[{'small_image_url': 'https://m.media-amazon.com/images/I/71+Rg-cc9AL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71+Rg-cc9AL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71+Rg-cc9AL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71vy+Nwij+L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71vy+Nwij+L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71vy+Nwij+L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71yABpZrubL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71yABpZrubL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71yABpZrubL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0936FLPX5,B0936FLPX5,AE4Y76HFOKSLUZR62P5U7CESRRPA,1672253148401,0,True,Broken/Defective
82860,1.0,Not worth it,"The product lasted about 6 weeks, it overheated and tripped my thermostat and thermal fuse. Now instead of just replacing the element, I have to do the fuses as well. Just get the manufacturer product.","[{'small_image_url': 'https://m.media-amazon.com/images/I/71G+74r3zML._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71G+74r3zML._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71G+74r3zML._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07QTHKXY2,B07QTHKXY2,AGFZ2HOIRZRFYVMCYHQFEXKLLA7Q,1692925450925,0,True,Broken/Defective
66462,1.0,Crap,Don’t waste your time or money.  This part is nowhere close to specs (original part on right in picture).  Door will not shut because the part is too big.  Useless.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61I1guDCAdL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61I1guDCAdL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61I1guDCAdL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0B5GYGH79,B0B5GYGH79,AGM3UV3PDCJGTGB46XISNRDNH2BQ,1669475768063,0,True,Not as described
13130,1.0,"The 8"" (WB30M2) do NOT fit standard drip pans on a GE Profile stove","I have ordered the WB30M2 from two different sellers.  They are both 'army green' instead of black and are TOO LARGE for standard 8"" stove drip pans. (I used two different NEW drip pans and the old to test and the WB30M2 doesn't fit any of them.","[{'small_image_url': 'https://m.media-amazon.com/images/I/71OT76w+UiL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71OT76w+UiL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71OT76w+UiL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71Q6bDgyz6L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71Q6bDgyz6L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71Q6bDgyz6L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71TFkT0a+uL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71TFkT0a+uL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71TFkT0a+uL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71k75+hAHAL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71k75+hAHAL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71k75+hAHAL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08BCDM5RK,B09GKLT9QZ,AF64A53VLMK5FU54PXC2KQST4IZQ,1660772360992,0,True,Not as described
